product_user_id,account_id,email,role,plan_tier,signup_date,last_active_date,is_active
95,966,uma.foster@fusionplatforms.com,admin,enterprise,2025-01-11,2025-02-04,True
96,222,leo.jones@vanguardholdings.com,viewer,professional,2024-07-23,2025-02-02,True
97,37,mia.kim@fusionsolutions.com,viewer,professional,2020-12-29,2025-01-29,True
98,522,xander.park@nexusplatforms.com,viewer,professional,2023-08-15,2025-02-09,True
99,538,eve.foster@fusionsolutions.com,editor,enterprise,2024-02-28,2025-02-22,True
100,88,leo.evans@fusionholdings.com,admin,free,2025-01-28,2025-02-26,True
101,191,steve.kim@globalenterprises.com,viewer,starter,2024-06-28,2025-01-29,True
102,74,steve.nguyen@acmeholdings.com,editor,professional,2023-12-27,2025-02-04,True
103,40,olivia.quinn@apexnetworks.com,viewer,starter,2025-02-28,2025-02-28,False
104,229,ivy.ingram@fusionplatforms.com,editor,professional,2023-10-11,2025-02-05,True
105,239,ivy.nguyen@synergynetworks.com,admin,free,2022-06-11,2025-02-12,True
106,228,tina.rivera@summitpartners.com,viewer,professional,2024-04-24,2025-02-22,True
107,631,olivia.rivera@vanguardcorp.com,admin,starter,2024-09-28,2025-02-24,True
108,875,uma.ingram@synergyanalytics.com,viewer,professional,2024-08-04,2025-02-11,True
109,949,carol.quinn@quantumholdings.com,editor,starter,2023-05-17,2025-02-21,True
110,432,,editor,enterprise,2023-01-19,2025-02-09,True
111,724,ivy.lopez@fusioninc.com,admin,free,2023-08-23,2025-02-18,True
112,280,wendy.kim@elevatedynamics.com,editor,professional,2023-03-16,2025-01-30,True
113,712,quinn.adams@synergysolutions.com,editor,professional,2025-02-21,2025-02-28,False
114,995,hank.adams@acmecorp.com,admin,free,2025-02-18,2025-02-25,True
115,984,karen.miller@pacificdynamics.com,editor,starter,2024-09-20,2025-02-24,True
116,294,jack.baker@acmeplatforms.com,editor,professional,2024-04-20,2025-02-09,True
117,149,dan.kim@quantumsolutions.com,editor,starter,2025-02-04,2025-02-28,False
118,676,uma.ingram@pinnaclepartners.com,viewer,enterprise,2024-09-23,2024-10-13,False
119,345,uma.nguyen@zenithpartners.com,editor,professional,2025-01-02,2025-01-31,True
120,413,eve.nguyen@synergyholdings.com,viewer,professional,2024-10-07,2025-02-14,True
121,164,leo.lopez@pinnaclesolutions.com,viewer,professional,2024-10-01,2025-02-08,True
122,177,leo.lopez@pinnacletechnologies.com,viewer,starter,2024-11-16,2025-02-21,True
123,534,alice.nguyen@catalysttechnologies.com,viewer,free,2024-02-23,2025-01-31,True
124,12,quinn.miller@elevateinc.com,admin,professional,2024-12-25,2025-02-07,True
125,434,grace.garcia@summitsolutions.com,editor,professional,2024-12-08,2025-02-17,True
126,348,wendy.davis@quantuminc.com,viewer,starter,2024-03-30,2025-02-18,True
127,95,steve.adams@optimainc.com,viewer,enterprise,2024-11-07,2025-02-28,True
128,828,mia.baker@apexlabs.com,admin,starter,2024-08-27,2025-02-28,False
129,891,eve.baker@pacificsystems.com,viewer,professional,2024-10-05,2025-02-26,True
130,322,dan.park@nexustechnologies.com,viewer,free,2024-03-31,2024-05-24,False
131,276,xander.quinn@atlassolutions.com,editor,professional,2023-01-13,2025-01-29,True
132,929,vince.nguyen@globalnetworks.com,viewer,professional,2023-01-08,2025-02-10,True
133,991,,viewer,starter,2024-08-07,2025-02-24,True
134,81,leo.baker@velocitydynamics.com,viewer,free,2023-06-17,2024-05-02,False
135,544,eve.quinn@pinnacleservices.com,viewer,starter,2023-04-03,2025-02-20,True
136,730,frank.clark@elevateenterprises.com,editor,free,2024-07-11,2025-02-13,True
137,416,nate.kim@velocityenterprises.com,admin,enterprise,2022-05-21,2022-09-24,False
138,299,karen.baker@horizonenterprises.com,viewer,professional,2024-04-30,2025-02-25,True
139,326,grace.ingram@pinnaclecorp.com,admin,professional,2021-06-15,2025-02-05,True
140,927,eve.lopez@catalystsystems.com,viewer,professional,2024-12-12,2025-01-31,True
141,746,frank.park@zenithinc.com,admin,professional,2024-11-03,2025-02-20,True
142,980,bob.jones@summittechnologies.com,viewer,professional,2022-10-18,2023-05-02,False
143,690,bob.lopez@apexplatforms.com,editor,enterprise,2023-08-17,2025-02-14,True
144,277,nate.davis@atlasenterprises.com,editor,enterprise,2022-10-03,2025-02-17,True
145,710,nate.owens@pinnaclelabs.com,editor,starter,2024-11-28,2025-02-21,True
146,564,vince.garcia@atlassoftware.com,editor,enterprise,2024-11-23,2025-02-23,True
147,783,xander.owens@acmesoftware.com,editor,starter,2022-08-02,2022-12-18,False
148,895,paul.adams@synergyservices.com,editor,enterprise,2024-02-13,2025-02-28,True
149,176,tina.adams@zenithplatforms.com,admin,professional,2024-05-20,2025-01-29,True
150,194,dan.ingram@atlasdynamics.com,viewer,enterprise,2022-06-21,2023-04-10,False
151,206,wendy.baker@nexusplatforms.com,viewer,professional,2024-02-12,2025-02-20,True
152,843,frank.nguyen@vanguardcorp.com,viewer,free,2024-09-30,2025-02-21,True
153,619,vince.park@pacificnetworks.com,editor,starter,2020-06-05,2025-02-16,True
154,915,quinn.clark@pacificholdings.com,admin,professional,2024-09-15,2025-02-28,False
155,938,paul.adams@globaldynamics.com,editor,professional,2023-12-10,2025-02-07,True
156,287,mia.rivera@horizonlabs.com,viewer,starter,2025-01-03,2025-02-28,False
157,774,uma.rivera@catalysttechnologies.com,admin,free,2024-10-25,2025-02-13,False
158,520,ivy.rivera@catalystsoftware.com,editor,professional,2024-08-18,2025-02-09,True
159,845,olivia.lopez@pacificdynamics.com,viewer,enterprise,2021-07-14,2021-12-01,False
160,432,paul.quinn@nexusenterprises.com,admin,enterprise,2022-11-24,2025-02-14,True
161,875,vince.nguyen@synergyanalytics.com,editor,professional,2021-09-30,2025-02-09,True
162,698,ivy.lopez@summitservices.com,editor,enterprise,2024-09-08,2025-02-28,True
163,524,carol.garcia@vertexinc.com,viewer,professional,2024-10-02,2025-02-28,False
164,203,karen.clark@quantumdynamics.com,viewer,enterprise,2025-02-22,2025-02-28,True
165,205,quinn.davis@nexussolutions.com,editor,professional,2022-06-11,2022-06-20,False
166,901,,editor,professional,2024-09-15,2025-02-04,True
167,724,,viewer,free,2023-01-16,2025-02-27,True
168,852,olivia.davis@synergygroup.com,editor,starter,2024-12-24,2025-02-28,False
169,498,dan.foster@optimaplatforms.com,admin,starter,2023-07-27,2025-02-24,True
170,925,hank.park@zenithtechnologies.com,admin,starter,2023-11-13,2025-02-14,True
171,318,bob.ingram@pacificgroup.com,editor,enterprise,2024-11-05,2025-02-10,True
172,102,bob.ingram@summitservices.com,viewer,professional,2021-05-16,2025-02-07,True
173,596,bob.smith@fusiondynamics.com,editor,starter,2024-11-05,2025-01-09,False
174,212,steve.adams@novacorp.com,editor,professional,2024-05-05,2025-02-13,True
175,639,ivy.kim@vertexsystems.com,viewer,enterprise,2024-05-09,2025-02-05,True
176,219,grace.ingram@fusionplatforms.com,editor,free,2023-11-28,2025-02-25,True
177,405,eve.garcia@vanguarddynamics.com,viewer,enterprise,2023-03-29,2025-02-02,True
178,835,olivia.miller@atlasholdings.com,viewer,professional,2023-06-14,2024-01-21,False
179,176,paul.miller@zenithplatforms.com,viewer,professional,2025-01-11,2025-02-19,True
180,442,grace.nguyen@acmeservices.com,viewer,starter,2024-10-13,2025-02-16,True
181,805,wendy.rivera@elevatepartners.com,viewer,enterprise,2024-11-11,2025-02-19,True
182,68,wendy.foster@pinnacleanalytics.com,viewer,professional,2024-09-06,2025-01-29,True
183,621,paul.foster@nexusgroup.com,editor,professional,2024-04-09,2025-02-23,True
184,96,karen.kim@optimaholdings.com,viewer,free,2025-01-03,2025-01-29,True
185,320,nate.evans@acmenetworks.com,admin,free,2022-09-01,2025-02-28,True
186,952,steve.hall@optimaplatforms.com,editor,professional,2024-11-03,2025-02-06,True
187,276,jack.evans@atlassolutions.com,viewer,professional,2022-09-17,2023-01-11,False
188,220,leo.miller@apexanalytics.com,editor,professional,2023-09-02,2025-02-13,True
189,491,wendy.clark@horizonpartners.com,admin,starter,2023-07-27,2025-02-04,True
190,252,uma.park@velocityplatforms.com,editor,starter,2023-02-01,2023-11-13,False
191,223,ivy.evans@apexanalytics.com,viewer,starter,2024-10-09,2025-02-28,False
192,295,ivy.quinn@synergyenterprises.com,editor,starter,2024-11-16,2025-01-31,True
193,385,nate.ingram@quantumdigital.com,viewer,free,2022-04-13,2023-02-13,False
194,585,grace.clark@pacificgroup.com,viewer,starter,2024-10-05,2025-02-28,False
195,95,grace.taylor@optimainc.com,viewer,enterprise,2025-01-27,2025-02-03,True
196,123,paul.miller@quantumtechnologies.com,editor,professional,2023-11-01,2025-01-31,True
197,722,wendy.ingram@horizonnetworks.com,editor,enterprise,2023-12-20,2025-01-29,True
198,227,ivy.lopez@vanguardtechnologies.com,viewer,professional,2023-07-01,2025-02-03,True
199,319,tina.jones@apexplatforms.com,editor,enterprise,2024-12-04,2025-02-28,False
200,175,quinn.evans@fusionanalytics.com,viewer,professional,2024-06-10,2025-02-09,True
201,961,grace.ingram@globaldynamics.com,viewer,professional,2023-05-17,2025-02-09,True
202,899,tina.evans@globalsolutions.com,viewer,starter,2024-03-16,2025-02-16,True
203,337,dan.nguyen@apexlabs.com,admin,free,2024-12-03,2025-02-02,True
204,700,bob.owens@zenithenterprises.com,editor,enterprise,2025-01-08,2025-02-12,True
205,406,nate.smith@vertexcorp.com,viewer,professional,2024-11-19,2025-02-22,True
206,117,paul.taylor@fusionnetworks.com,admin,starter,2023-12-27,2025-02-16,True
207,547,rosa.foster@optimaplatforms.com,viewer,free,2024-06-21,2025-02-28,False
208,323,olivia.garcia@elevatesoftware.com,viewer,enterprise,2022-03-10,2022-07-20,False
209,925,alice.garcia@zenithtechnologies.com,editor,starter,2022-10-05,2023-09-08,False
210,861,bob.taylor@nexusplatforms.com,editor,free,2025-02-10,2025-02-17,True
211,580,tina.adams@catalystpartners.com,editor,professional,2023-08-08,2025-02-05,True
212,26,rosa.clark@apextechnologies.com,viewer,enterprise,2022-12-18,2023-09-05,False
213,579,xander.clark@summitpartners.com,editor,starter,2023-01-15,2025-01-31,True
214,134,grace.owens@quantumdigital.com,viewer,free,2021-12-25,2025-02-18,True
215,209,dan.clark@vertexanalytics.com,editor,free,2024-08-18,2025-02-27,True
216,654,xander.taylor@elevateanalytics.com,editor,starter,2023-10-13,2025-02-17,True
217,732,quinn.quinn@vanguardholdings.com,editor,free,2023-09-17,2025-02-11,True
218,708,tina.rivera@atlasholdings.com,viewer,starter,2025-01-10,2025-02-10,True
219,268,leo.smith@optimaplatforms.com,editor,professional,2022-03-14,2025-02-26,True
220,224,jack.adams@velocityinc.com,viewer,professional,2024-09-10,2025-02-14,True
221,579,steve.smith@summitpartners.com,admin,starter,2024-04-25,2024-12-02,False
222,466,,admin,starter,2024-02-13,2025-02-15,True
223,272,uma.nguyen@summitdynamics.com,editor,starter,2024-08-09,2025-01-29,True
224,31,nate.ingram@synergyplatforms.com,viewer,free,2021-11-11,2025-02-26,True
225,858,uma.adams@atlasenterprises.com,viewer,free,2024-01-23,2025-02-06,True
226,440,olivia.quinn@fusionsystems.com,viewer,professional,2020-11-05,2025-02-05,True
227,447,leo.adams@atlasanalytics.com,admin,professional,2021-07-31,2025-01-31,True
228,163,grace.clark@optimainc.com,editor,enterprise,2022-02-20,2025-02-25,True
229,16,karen.jones@elevategroup.com,viewer,professional,2024-01-20,2024-08-11,False
230,486,frank.baker@summitnetworks.com,viewer,professional,2024-04-01,2025-02-24,True
231,30,mia.ingram@catalystcorp.com,editor,free,2024-12-21,2025-02-16,True
232,740,karen.lopez@optimalabs.com,editor,starter,2024-02-24,2024-03-21,False
233,152,alice.clark@catalystlabs.com,editor,enterprise,2023-02-13,2025-02-09,True
234,626,xander.quinn@synergyinc.com,viewer,professional,2023-12-21,2025-02-16,True
235,447,nate.owens@atlasanalytics.com,editor,professional,2020-10-20,2021-07-17,False
236,466,paul.clark@summitanalytics.com,viewer,starter,2024-05-21,2025-02-18,True
237,781,tina.hall@vanguarddynamics.com,admin,enterprise,2022-04-05,2025-02-15,True
238,121,hank.quinn@fusiontechnologies.com,viewer,starter,2021-04-14,2025-02-26,True
239,610,rosa.rivera@velocitysystems.com,viewer,professional,2020-10-12,2025-02-11,True
240,593,rosa.evans@synergytechnologies.com,viewer,enterprise,2025-01-19,2025-02-08,True
241,861,dan.jones@nexusplatforms.com,viewer,free,2021-11-30,2025-02-14,True
242,206,mia.nguyen@nexusplatforms.com,editor,professional,2024-10-08,2025-01-30,True
243,737,carol.smith@atlassolutions.com,editor,free,2024-06-14,2025-02-16,True
244,394,steve.davis@quantumsolutions.com,viewer,professional,2024-10-08,2025-02-13,True
245,512,leo.foster@synergysoftware.com,admin,starter,2024-10-29,2025-02-04,True
246,863,leo.smith@apexplatforms.com,editor,professional,2024-06-12,2025-02-11,True
247,666,mia.kim@fusionnetworks.com,viewer,enterprise,2024-03-08,2025-02-16,True
248,798,steve.baker@synergysolutions.com,editor,enterprise,2024-12-25,2025-01-30,True
249,144,hank.smith@pinnacleenterprises.com,admin,professional,2024-06-16,2025-01-06,False
250,720,wendy.baker@pinnaclenetworks.com,admin,enterprise,2024-05-24,2025-02-18,True
251,492,ivy.rivera@atlasenterprises.com,admin,starter,2024-08-20,2025-02-02,True
252,790,paul.adams@summitsolutions.com,viewer,enterprise,2023-03-10,2024-02-18,False
253,840,,viewer,starter,2023-11-25,2025-02-05,True
254,594,steve.adams@pinnacleservices.com,viewer,starter,2022-03-15,2025-02-08,True
255,588,,editor,enterprise,2024-10-10,2025-01-31,True
256,872,vince.park@summitholdings.com,viewer,professional,2025-02-23,2025-02-17,True
257,457,olivia.adams@velocitynetworks.com,viewer,free,2024-04-15,2025-01-30,True
258,189,alice.clark@synergynetworks.com,viewer,professional,2025-02-13,2025-02-17,True
259,262,steve.foster@velocitynetworks.com,editor,free,2024-07-05,2025-02-11,True
260,219,carol.ingram@fusionplatforms.com,editor,free,2022-01-08,2025-02-21,True
261,98,quinn.davis@atlassoftware.com,editor,enterprise,2022-11-05,2025-02-04,True
262,178,,admin,starter,2021-04-21,2025-02-19,True
263,179,hank.owens@vanguardnetworks.com,editor,professional,2022-07-11,2025-02-17,True
264,830,wendy.baker@pacificenterprises.com,admin,professional,2024-03-13,2025-02-22,True
265,100,uma.clark@globalgroup.com,viewer,professional,2024-03-22,2025-02-18,True
266,232,karen.taylor@pinnacletechnologies.com,editor,enterprise,2024-05-21,2025-02-25,True
267,383,steve.foster@novatechnologies.com,viewer,starter,2022-12-14,2023-06-02,False
268,32,jack.smith@globalservices.com,viewer,professional,2022-06-13,2025-02-09,True
269,873,rosa.garcia@pinnacleservices.com,viewer,professional,2024-09-07,2025-02-28,False
270,632,grace.rivera@catalystdigital.com,viewer,professional,2022-09-26,2023-06-05,False
271,397,alice.hall@elevateinc.com,editor,enterprise,2024-06-05,2025-02-13,True
272,937,wendy.garcia@elevatetechnologies.com,viewer,professional,2023-08-18,2023-12-15,False
273,460,paul.rivera@velocitynetworks.com,viewer,enterprise,2025-01-29,2025-02-18,True
274,35,dan.owens@acmesolutions.com,editor,starter,2025-01-28,2025-02-13,True
275,635,quinn.garcia@horizonsolutions.com,viewer,starter,2024-09-09,2025-02-26,True
276,694,steve.garcia@velocitynetworks.com,editor,professional,2023-01-20,2025-02-15,True
277,875,leo.garcia@synergyanalytics.com,editor,professional,2024-06-28,2025-01-31,True
278,824,dan.foster@synergyinc.com,editor,enterprise,2024-11-07,2025-02-01,True
279,223,jack.garcia@apexanalytics.com,admin,starter,2024-05-02,2025-02-06,True
280,553,xander.quinn@optimasystems.com,viewer,professional,2024-11-30,2025-02-22,True
281,19,olivia.clark@zenithplatforms.com,admin,free,2025-02-27,2025-02-28,True
282,550,mia.quinn@pacificsolutions.com,editor,professional,2021-01-16,2021-09-19,False
283,482,vince.jones@vanguardcorp.com,editor,starter,2023-06-05,2025-02-08,True
284,170,bob.park@novaanalytics.com,viewer,enterprise,2024-03-31,2025-02-18,True
285,900,grace.baker@horizonnetworks.com,viewer,starter,2024-06-25,2025-02-28,False
286,136,uma.taylor@atlasservices.com,editor,starter,2024-12-30,2025-02-20,True
287,378,rosa.park@synergyanalytics.com,editor,professional,2023-12-23,2024-02-07,False
288,382,leo.taylor@elevateholdings.com,editor,enterprise,2023-01-27,2025-02-12,True
289,655,jack.lopez@zenithanalytics.com,admin,professional,2025-01-03,2025-02-28,False
290,357,tina.smith@summitdigital.com,viewer,enterprise,2023-02-27,2025-02-01,True
291,970,wendy.jones@catalystpartners.com,admin,professional,2025-01-28,2025-02-19,True
292,729,dan.kim@elevatecorp.com,editor,starter,2023-05-16,2024-04-13,False
293,612,leo.quinn@globalcorp.com,viewer,starter,2025-02-19,2025-02-28,False
294,436,olivia.owens@catalystcorp.com,editor,enterprise,2024-02-05,2025-02-18,True
295,168,tina.lopez@globallabs.com,editor,professional,2023-08-03,2025-02-24,True
296,666,hank.clark@fusionnetworks.com,viewer,enterprise,2025-01-03,2025-02-26,True
297,576,vince.kim@pinnacleplatforms.com,editor,professional,2024-11-12,2025-02-15,True
298,354,steve.rivera@synergysoftware.com,admin,free,2022-07-01,2023-03-12,False
299,958,quinn.quinn@horizonpartners.com,viewer,starter,2024-06-28,2024-09-30,False
300,327,karen.garcia@vanguardenterprises.com,admin,starter,2023-03-16,2025-02-23,True
301,176,alice.garcia@zenithplatforms.com,editor,professional,2024-12-01,2025-02-25,True
302,542,,viewer,enterprise,2024-07-07,2025-02-09,True
303,622,dan.smith@novaenterprises.com,viewer,starter,2025-01-04,2025-02-13,True
304,318,grace.jones@pacificgroup.com,editor,enterprise,2023-02-14,2025-02-27,True
305,270,,admin,free,2023-10-31,2025-02-20,True
306,490,karen.smith@nexussolutions.com,editor,enterprise,2023-09-15,2023-11-03,False
307,277,eve.nguyen@atlasenterprises.com,admin,enterprise,2023-09-28,2025-01-29,True
308,961,olivia.baker@globaldynamics.com,viewer,professional,2023-03-20,2025-02-25,True
309,539,jack.adams@atlasenterprises.com,admin,enterprise,2023-05-18,2023-09-18,False
310,540,nate.baker@elevateplatforms.com,editor,starter,2023-12-10,2025-02-09,True
311,393,,viewer,enterprise,2021-08-11,2025-02-18,True
312,860,hank.lopez@pacificpartners.com,viewer,enterprise,2025-02-10,2025-02-28,False
313,224,jack.baker@velocityinc.com,editor,professional,2025-01-17,2025-01-29,True
314,77,frank.park@apexgroup.com,editor,starter,2024-07-02,2024-12-21,False
315,957,hank.clark@quantumplatforms.com,admin,professional,2025-02-08,2025-02-27,True
316,224,bob.foster@velocityinc.com,editor,professional,2024-11-23,2025-02-10,True
317,901,nate.adams@summitanalytics.com,editor,professional,2024-07-26,2025-02-25,True
318,454,nate.kim@acmelabs.com,editor,starter,2023-04-13,2025-02-07,True
319,918,vince.foster@nexusholdings.com,admin,enterprise,2024-12-21,2025-02-20,True
320,663,frank.jones@pinnacleinc.com,viewer,starter,2025-01-22,2025-02-25,True
321,960,wendy.park@catalystlabs.com,viewer,enterprise,2024-02-08,2025-02-15,True
322,427,karen.evans@nexuscorp.com,editor,starter,2024-11-03,2025-02-25,True
323,962,ivy.jones@vertexdigital.com,admin,starter,2024-07-05,2025-02-11,True
324,616,uma.evans@catalystinc.com,editor,starter,2023-05-12,2025-01-29,True
325,823,nate.davis@velocitylabs.com,viewer,enterprise,2025-01-01,2025-02-28,False
326,555,ivy.nguyen@atlassoftware.com,admin,starter,2024-04-29,2025-02-25,True
327,346,eve.lopez@apexinc.com,viewer,starter,2024-10-02,2025-02-22,True
328,944,nate.jones@acmenetworks.com,editor,starter,2024-12-18,2025-01-31,True
329,294,uma.quinn@acmeplatforms.com,viewer,professional,2024-10-29,2024-12-05,False
330,347,dan.rivera@fusioninc.com,viewer,professional,2023-10-14,2025-02-11,True
331,766,quinn.lopez@fusionsystems.com,admin,professional,2022-03-12,2025-02-23,True
